,address_id,address,address2,district,city_id,postal_code,phone,location,last_update,_merge
14,411,264 Bhimavaram Manor,NaN,St Thomas,111,54749,302526949177,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:34:08,left_only
15,561,1497 Fengshan Drive,NaN,KwaZulu-Natal,112,63022,368738360376,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x93\x8f\xdd\x05J\xe4>@*\xf9}\xa4-\xeb=\xc0',2014-09-25 22:33:03,left_only
16,92,1942 Ciparay Parkway,NaN,Cheju,113,82624,978987363654,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00H\xf1;\x97\xf3\xa2_@5\x8e\xa2\x18j\xb3@@',2014-09-25 22:33:06,left_only
17,77,1947 Poços de Caldas Boulevard,NaN,Chiayi,114,60951,427454485876,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00/\x06\xc5E$\x19^@\xb4G^\x8c7v7@',2014-09-25 22:33:14,left_only
18,42,269 Cam Ranh Parkway,NaN,Chisinau,115,34689,489783829737,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xad\x97\xf0\x95\x8a\xdb<@\xcc\xd4\x7f1\xb6\x80G@',2014-09-25 22:32:15,left_only
19,523,608 Birgunj Parkway,NaN,Taipei,116,400,627425618482,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:33:14,left_only
20,416,1445 Carmen Parkway,NaN,West Java,117,70809,598912394463,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x95yP\xf5P\xc5Z@\xb3\xbf\xa2\x11""\x17\x1b\xc0'",2014-09-25 22:31:30,left_only
21,243,47 Syktyvkar Lane,NaN,West Java,118,22236,63937119031,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xed\xab\xbc.\x8d\xb0Z@\xc3\xc19~\x03~\x1a\xc0',2014-09-25 22:31:31,left_only
22,333,1860 Taguig Loop,NaN,West Java,119,59550,38158430589,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00B\xac\xa3O\xd0\xe5Z@\xd6\x98\xc6\xe5.\xd8\x1b\xc0',2014-09-25 22:31:32,left_only
23,102,669 Firozabad Loop,NaN,Abu Dhabi,12,92265,412903167998,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9cv\xe7?Z\xe1K@J\xd0_\xe8\x1118@',2014-09-25 22:33:35,left_only
24,18,770 Bydgoszcz Avenue,NaN,California,120,16266,517338314235,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00mc\xa2\xf7\xfcQ^\xc0L\x04\x059\x83ZC@',2014-09-25 22:33:47,left_only
25,30,18 Duisburg Boulevard,NaN,NaN,121,58327,998009777982,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:31:08,left_only
26,209,1679 Antofagasta Street,NaN,Alto Paran,122,86599,905903574913,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:32,left_only
27,144,1666 Beni-Mellal Place,NaN,Tennessee,123,13377,9099941466,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x05\xd1\xa4^\x01\xd7U\xc0\x84\xcc\xdf\xce\xcfCB@',2014-09-25 22:33:48,left_only
28,251,1473 Changhwa Parkway,NaN,Mxico,124,75933,266798132374,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:03,left_only
29,487,1785 São Bernardo do Campo Street,NaN,Veracruz,125,71182,684529463244,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa1U\x1c\xbdP\x9cW\xc0\x14\x1fD\xd7*""2@'",2014-09-25 22:32:04,left_only
30,186,533 al-Ayn Boulevard,NaN,California,126,8862,662227486184,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbf""d\xc5\x15\x8e]\xc0\x853\xaen\xab\xf2@@'",2014-09-25 22:33:48,left_only
31,521,568 Dhule (Dhulia) Loop,NaN,Coquimbo,127,92568,602101369463,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x80J)o\xc5\xc1\xdd\xa8_3\n\xc1>\xc0',2014-09-25 22:30:30,left_only
32,28,96 Tafuna Way,NaN,Córdoba,128,99865,934730187245,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:05,left_only
33,472,1447 Chatsworth Place,NaN,Chihuahua,129,41545,769370126331,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:04,left_only
34,74,1124 Buenaventura Drive,NaN,Mekka,13,6856,407733804223,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:59,left_only
35,328,479 San Felipe del Progreso Avenue,NaN,Morelos,130,54949,869051782691,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc8~q\x04\x84\xbcX\xc09\xfd\x8f\x02\xfa\xcd2@',2014-09-25 22:32:04,left_only
36,581,186 Skikda Lane,NaN,Morelos,131,89422,14465669789,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00H\xc2\xbe\x9d\xc4\xceX\xc0\xda=\xd4\x11\x1b\xed2@',2014-09-25 22:32:05,left_only
37,117,1079 Tel Aviv-Jaffa Boulevard,NaN,Sucre,132,10885,358178933857,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:34:04,left_only
38,578,1405 Hagonoy Avenue,NaN,Slaskie,133,86587,867287719310,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00$1\xf7\x7f\xc4\x1f3@\xf5\xb0a\x97\xf2eI@',2014-09-25 22:32:42,left_only
39,421,966 Arecibo Loop,NaN,Sind,134,94018,15273765306,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbe\x9b\x13 \xaf\xf1P@\xd94\x00e\x9d\xbb:@',2014-09-25 22:32:30,left_only
40,405,530 Lausanne Lane,NaN,Texas,135,11067,775235029633,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9c\x83\x0c\x89\xa03X\xc0\xe2\xd3\xf7u;d@@',2014-09-25 22:33:49,left_only
41,265,1158 Mandi Bahauddin Parkway,NaN,Shanxi,136,98484,276555730211,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xec\xc8GA\xa6R\@\xa9<p\x84\xfb\x0bD@',2014-09-25 22:30:32,left_only
42,352,1673 Tangail Drive,NaN,Daugavpils,137,26857,627924259271,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00Cw\xa4U\x88\x88:@\xe5\x80\xb8\x06\x11\xf1K@',2014-09-25 22:31:57,left_only
43,31,217 Botshabelo Place,NaN,Southern Mindanao,138,49521,665356572025,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:36,left_only
44,68,1966 Amroha Avenue,NaN,Sichuan,139,70385,333489324603,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\nwx\x19\x0f\xe0Z@/`\x13\xe3F7?@',2014-09-25 22:30:32,left_only
45,596,1759 Niznekamsk Avenue,NaN,al-Manama,14,39414,864392582257,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x04M\x959\xa7JI@\x12$\x00I""7:@'",2014-09-25 22:30:11,left_only
46,299,32 Pudukkottai Lane,NaN,Ohio,140,38834,967274728547,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07z\xa8mC\x0cU\xc0@\x9c,Z%\xe1C@'",2014-09-25 22:33:49,left_only
47,414,1936 Lapu-Lapu Parkway,NaN,Bauchi & Gombe,141,7122,653436985797,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:23,left_only
48,488,698 Jelets Boulevard,NaN,Denizli,142,2596,975185523021,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xee\xcdo\x98h\x16=@\xb2&\xbb>\x18\xe3B@',2014-09-25 22:33:24,left_only
49,337,1838 Tabriz Lane,NaN,Dhaka,143,1195,38988715447,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1a]\x94\x8f\x13\x9aV@\xc4\xd2\x1bI\xdd\xb57@',2014-09-25 22:30:12,left_only
50,445,495 Bhimavaram Lane,NaN,Maharashtra,144,3,82088937724,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00>\xe1\x91\x1d\xc0\xb1R@\xb3\x99CR\x0b\xe74@',2014-09-25 22:31:15,left_only
51,471,1322 Mosul Parkway,NaN,Shandong,145,95400,268053970382,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00(VWOw\x9f]@$%\xe2R:\xbbB@',2014-09-25 22:30:32,left_only
52,298,44 Najafabad Way,NaN,Baskimaa,146,61391,96604821070,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:33:08,left_only
53,124,241 Mosul Lane,NaN,Risaralda,147,76157,765345144779,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x98:#\xa5\xb4\xeaR\xc0aU\xbd\xfcN[\x13@',2014-09-25 22:30:52,left_only
54,118,442 Rae Bareli Place,NaN,Nordrhein-Westfalen,148,24321,886636413768,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc1\x9e\xc0\x85\x86\x0f\x1b@\xe3~\xd1/[\xb7I@',2014-09-25 22:31:04,left_only
55,146,483 Ljubertsy Parkway,NaN,Scotland,149,60562,581174211853,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc5>\\xcd\x95\xcc\x07\xc0\xfa\xfdQ\x8a\x0c<L@',2014-09-25 22:33:36,left_only
56,400,1152 Citrus Heights Manor,NaN,al-Qadarif,15,5239,765957414528,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x84\xf6E\x9d\x14\xb1A@\xaa6\xee\x83\xe2\x11,@'",2014-09-25 22:33:11,left_only
57,435,740 Udaipur Lane,NaN,Nizni Novgorod,150,33505,497288595103,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:47,left_only
58,346,1217 Konotop Avenue,NaN,Gelderland,151,504,718917251754,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf48g\x9f""\xa2\x16@\x19\xb4\xeb9D\x04J@'",2014-09-25 22:32:20,left_only
59,291,1155 Liaocheng Place,NaN,Oyo & Osun,152,22650,558236142492,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:23,left_only
60,460,659 Gatineau Boulevard,NaN,La Paz,153,28587,205524798287,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x17\xe7\xb9\xcf\xbb\x0bQ\xc0\xa0)\x85\x8a\xbb{0\xc0',2014-09-25 22:30:13,left_only
61,456,814 Simferopol Loop,NaN,Sinaloa,154,48745,524567129902,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x95C0\xb3\xf4/[\xc0\x90\xcc\xd9\xf1\x151:@',2014-09-25 22:32:05,left_only
62,425,1866 al-Qatif Avenue,NaN,California,155,89420,546793516940,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb4\xeez\xc4\xc3\x81]\xc0\x16](\xaa\xc8\x08A@',2014-09-25 22:33:50,left_only
63,21,270 Toulon Boulevard,NaN,Kalmykia,156,81766,407752414682,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\xfd\x0b\xa9G\xbf F@1mIXe'G@""",2014-09-25 22:32:48,left_only
64,394,753 Ilorin Avenue,NaN,Sichuan,157,3656,464511145118,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x851\xd8\xc3\xcd\xd8Y@Y\xd7\r\x80]\x88=@',2014-09-25 22:30:32,left_only
65,479,1854 Okara Boulevard,NaN,Drenthe,158,42123,131912793873,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00n\x8a\xc7E\xb5\xa0\x1b@\x94{\xcb\xe6\xbbcJ@',2014-09-25 22:32:21,left_only
66,114,804 Elista Drive,NaN,Hubei,159,61069,379804592943,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9e\x01?\xf4\xee^[@\xe7\xe0\x99\xd0$_>@',2014-09-25 22:30:33,left_only
67,422,289 Santo André Manor,NaN,al-Sharqiya,16,72410,214976066017,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:32:59,left_only
68,453,319 Springs Loop,NaN,Baijeri,160,99552,72524459905,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00jb\xcb<\x03\x04&@\x81\xfe\xe7\xd5\xa5\xcbH@',2014-09-25 22:31:05,left_only
69,450,203 Tambaram Street,NaN,Buenos Aires,161,73942,411549550611,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe7S\xc7*\xa5`M\xc0C\x8c\xd7\xbc\xaa*A\xc0',2014-09-25 22:30:05,left_only
70,14,1531 Salé Drive,NaN,Esfahan,162,53628,648856936185,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xde\tQ\x19Z\xd6I@cZ@\r\x84S@@',2014-09-25 22:31:36,left_only
71,512,1269 Ipoh Avenue,NaN,Eskisehir,163,54674,402630109080,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe9\xd3*\xfaC\x85>@v}0:j\xe3C@',2014-09-25 22:33:24,left_only
72,125,211 Chiayi Drive,NaN,Uttar Pradesh,164,58186,665993880048,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa4K\xa4\xd9a\xc1S@\x07\xf2G\xac \xc7:@',2014-09-25 22:31:15,left_only
73,536,166 Jinchang Street,NaN,Buenos Aires,165,86760,717566026669,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00>\xb8\x96$*CM\xc0\xe0w\x1d\xbbUmA\xc0',2014-09-25 22:30:05,left_only
74,318,1774 Yaoundé Place,NaN,Hubei,166,91400,613124286867,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00*\x00\xc63\xe8\xb1\@Lc\xc5\xba\x02}>@',2014-09-25 22:30:33,left_only
75,47,1447 Imus Way,NaN,Tahiti,167,48942,539758313890,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x90\xce\nV\xe6\xb5b\xc0Y\xbb\x92\x89\x00\x8e1\xc0',2014-09-25 22:31:02,left_only
76,582,1568 Celaya Parkway,NaN,Kaohsiung,168,34750,278669994384,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:33:15,left_only
77,196,9 San Miguel de Tucumán Manor,NaN,Uttar Pradesh,169,90845,956188728558,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00g\xdb\xc4$\xb7\x99S@\xa4a\xe7\@&;@',2014-09-25 22:31:15,left_only
78,37,127 Purnea (Purnia) Manor,NaN,Piemonte,17,79388,911872220378,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00*+\x97\xd7[8!@\xf2\x89+\x1dbtF@',2014-09-25 22:31:42,left_only
79,465,734 Tanshui Avenue,NaN,Caquet,170,70664,366776723320,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:52,left_only
80,55,1135 Izumisano Parkway,NaN,California,171,48150,171822533480,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\x97c\xc3\xe4\xd7[]\xc0y\x9a'2\xce\x0bA@""",2014-09-25 22:33:50,left_only
81,145,928 Jaffna Loop,NaN,Hiroshima,172,93762,581852137991,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00/)\x88\xcb\xbb\xab`@\xe2\xff3\xef\xdd=A@',2014-09-25 22:31:45,left_only
82,109,454 Nakhon Sawan Boulevard,NaN,Funafuti,173,76383,963887147572,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00X""\xab\xb66ff@\xfft\xa8Kk\x0c!\xc0'",2014-09-25 22:33:31,left_only
83,215,1333 Haldia Street,NaN,Jilin,174,82161,408304391718,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x07\xa5\x1eXD4_@L\xe7\x1emw\x97F@',2014-09-25 22:30:33,left_only
84,286,1308 Sumy Loop,NaN,Fujian,175,30657,583021225407,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xdcz\xf2U\x97\xd3]@\x96\x17\xaa\xac\xb7\x0f:@',2014-09-25 22:30:34,left_only
85,121,1967 Sincelejo Place,NaN,Gujarat,176,73644,577812616052,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00Y\x91,\xbb\xbb+R@\x8d\xbc\x07Cx77@'",2014-09-25 22:31:16,left_only
86,599,1895 Zhezqazghan Drive,NaN,California,177,36693,137809746111,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00>\xc7\xec\xd1@|]\xc0W\xfa\x1a\x93\x0f\xe3@@',2014-09-25 22:33:51,left_only
87,567,1894 Boa Vista Way,NaN,Texas,178,77464,239357986667,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc1\xd1D\x8e\xe3(X\xc0\xad\x8d\x0c\xcd\xd0t@@',2014-09-25 22:33:51,left_only
88,481,1153 Allende Way,NaN,Québec,179,20336,856872225376,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:26,left_only
89,179,431 Xi´angtan Avenue,NaN,Kerala,18,4854,230250973122,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:31:10,left_only
90,485,984 Novotšerkassk Loop,NaN,Gaziantep,180,28165,435118527255,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xca\xafz\x1b\xf6\xb0B@\xaa\x88\x89\xbc\x9b\x87B@',2014-09-25 22:33:25,left_only
91,399,331 Bydgoszcz Parkway,NaN,Asturia,181,966,537374465982,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:33:09,left_only
92,466,118 Jaffna Loop,NaN,Northern Mindanao,182,10447,325526730021,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00(\xb2{\x97wG_@\xba\xeaK\x80\xab\xaa!@',2014-09-25 22:32:36,left_only
93,96,984 Effon-Alaiye Avenue,NaN,Gois,183,17119,132986892228,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:17,left_only
94,207,1688 Nador Lane,NaN,Sulawesi Utara,184,61613,652218196731,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe3XrpD\x94^@\x93\xf19\xc1H\xb9\xe8?',2014-09-25 22:31:32,left_only
95,122,333 Goiânia Way,NaN,Texas,185,78625,909029256431,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00*\xe6{\xa1\xdb?X\xc0\xe4k*\xe6{_@@',2014-09-25 22:33:51,left_only
96,177,1010 Klerksdorp Way,NaN,Steiermark,186,6802,493008546874,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xcf\xee5\xa9\r\xe7.@\x9c\x04%\xbb\x88\x88G@',2014-09-25 22:30:10,left_only
97,162,369 Papeete Way,NaN,North Carolina,187,66639,170117068815,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc4\x9df\xdc\xaf\xf2S\xc0z-2KL\tB@',2014-09-25 22:33:52,left_only
98,369,817 Laredo Avenue,NaN,Jalisco,188,77449,151249681135,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf0\x0b\xf9\xb1\x13\xd9Y\xc0>N\xe2\xbd\xb4\xaa4@',2014-09-25 22:32:06,left_only
99,432,259 Ipoh Drive,NaN,São Paulo,189,64964,419009857119,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:18,left_only
100,419,397 Sunnyvale Avenue,NaN,Guanajuato,19,55566,680851640676,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00uD\x19\x05\x9c/Y\xc0$\t\xc2\x15P\xea4@',2014-09-25 22:32:01,left_only
101,134,758 Junan Lane,NaN,Gois,190,82639,935448624185,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:18,left_only
102,375,1049 Matamoros Parkway,NaN,Karnataka,191,69640,960505250340,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00y#\xf3\xc8\x9f5S@8gDioV1@',2014-09-25 22:31:16,left_only
103,260,127 Iwakuni Boulevard,NaN,Central Luzon,192,20777,987442542471,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0eiT\xe0\xe4.^@\xaf\x05b~\x13\xab-@',2014-09-25 22:32:37,left_only
104,558,904 Clarksville Drive,NaN,Zhejiang,193,52234,955349440539,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe5\x88kk\xfa*^@8\xe0N}{z>@',2014-09-25 22:30:34,left_only
105,203,1149 A Coruña (La Coruña) Boulevard,NaN,Haiphong,194,95824,470884141195,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00us\xf1\xb7\xbd\xabZ@P\xa0\x99qd\xdd4@',2014-09-25 22:34:06,left_only
106,190,435 0 Way,NaN,West Bengali,195,74750,760171523969,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd9\x84j9\x06\x07V@\x03qh\xdbz\x0f6@',2014-09-25 22:31:16,left_only
107,468,1844 Usak Avenue,NaN,Nova Scotia,196,84461,164414772677,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00B\x05\x87\x17D\xc9O\xc0\x16+\x0fw\x9aRF@',2014-09-25 22:30:27,left_only
108,264,1027 Banjul Place,NaN,West Bengali,197,50390,538241037443,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xfe\x14"";\xca\x1aV@\xaco`r\xa3\xee6@'",2014-09-25 22:31:16,left_only
109,255,1966 Tonghae Street,NaN,Anhalt Sachsen,198,36481,567359279425,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x98%\xd5\x9dAE\n\n(y\xc8I@',2014-09-25 22:31:05,left_only
110,169,154 Tallahassee Loop,NaN,Xinxiang,199,62250,935508855935,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2014-09-25 22:30:34,left_only
111,105,733 Mandaluyong Place,NaN,Asir,2,77459,196568435814,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00x#\x98\x0f\xad@E@y\x8f\xd8\x93e72@',2014-09-25 22:32:59,left_only
